CH06,edad2,educ,ingreso_total_familiar,ix_tot,horastrab,CH04,PP07H,PP03C,CAT_OCUP,CH07,informal
1.1208175598176162,1.1173709902633464,-0.6055778292621006,-0.9761202595898324,1.1802792209248987,-1.7649782719317078,0,0,1,3.0,2.0,1
-0.029632812623482763,-0.15559909616424872,0.31515411638038116,-0.007304761585173804,0.5417675112442158,-0.4724886356371546,1,0,0,1.0,2.0,0
0.052542213979452884,-0.0758240166239749,-0.10336040436620142,1.7812776962695804,-0.7352559081171498,0.11500665358764223,1,1,1,3.0,2.0,0
0.7099424268029381,0.6241379716003631,0.14774830808174813,-0.9761202595898324,-0.096744198436467,-0.11999146210227651,0,1,1,3.0,3.0,0
-0.1118078392264184,-0.23365858259612954,-0.6055778292621006,0.19763697837735011,1.1802792209248987,0.9375000585023578,1,1,1,3.0,1.0,0
0.21689226718532417,0.08887292178175168,7.6810096815202344,-0.9761202595898324,1.8187909306055814,0.35000476927756097,1,0,1,3.0,5.0,1
-0.5226829722410966,-0.5982221181296389,0.14774830808174813,-0.9761202595898324,0.5417675112442158,-1.7649782719317078,0,0,1,2.0,2.0,0
0.3812423203911955,0.2604322326210502,0.31515411638038116,-0.9761202595898324,-0.096744198436467,-0.4724886356371546,0,1,1,3.0,3.0,0
0.2990672937882598,0.17379478064720444,-0.27076621266483447,-0.9761202595898324,1.1802792209248987,0.702501942812439,0,1,1,3.0,3.0,0
1.449517666229359,1.5428380811448066,0.31515411638038116,-0.9761202595898324,0.5417675112442158,1.289997232037236,1,1,0,3.0,2.0,0
-1.3444332382704531,-1.1986797060671837,-0.10336040436620142,1.967588368962784,0.5417675112442158,0.11500665358764223,1,1,1,3.0,2.0,0
1.449517666229359,1.5428380811448066,-0.6055778292621006,0.26098260709303933,-0.7352559081171498,-0.5312381645596344,0,0,0,3.0,3.0,1
-1.0157331318587106,-0.9790837881928817,0.31515411638038116,0.7230330753721842,1.1802792209248987,1.8774925212620328,1,1,0,3.0,2.0,0
-0.440507945638161,-0.528740597239723,-0.10336040436620142,-0.06605820484032093,-0.096744198436467,-0.4724886356371546,0,0,1,3.0,1.0,1
-0.2761578924322897,-0.38463077613471225,-0.10336040436620142,1.1299355845341408,-0.096744198436467,0.5850028849674797,1,1,1,3.0,2.0,0
0.3812423203911955,0.2604322326210502,0.14774830808174813,-0.9761202595898324,-0.096744198436467,-1.2949820405518702,0,0,1,2.0,2.0,0
-1.0979081584616461,-1.0365561573240467,0.31515411638038116,1.1590000494742805,-1.3737676177978326,0.11500665358764223,0,0,0,3.0,5.0,1
-0.687033025446968,-0.7320383805842917,-0.10336040436620142,0.14770571809557156,0.5417675112442158,-1.0599839248619514,0,0,1,3.0,1.0,1
0.8742924800088093,0.8162843997403774,0.31515411638038116,-0.9761202595898324,1.1802792209248987,0.5850028849674797,0,0,1,2.0,3.0,0
0.7921174534058737,0.7193533891161737,0.14774830808174813,-0.044566896123814516,-1.3737676177978326,-0.11999146210227651,0,1,1,3.0,5.0,0
-1.0979081584616461,-1.0365561573240467,-0.10336040436620142,0.7810129567143091,1.1802792209248987,1.0549991163473171,0,0,0,3.0,1.0,1
1.0386425332146807,1.0152932003139636,0.14774830808174813,-0.9761202595898324,0.5417675112442158,0.5850028849674797,1,0,1,1.0,2.0,0
0.5455923735970668,0.43885391589392064,-0.019657500216884904,0.36531658380123333,0.5417675112442158,-0.4724886356371546,0,0,1,2.0,1.0,0
-0.6048579988440322,-0.6659880459111618,-0.10336040436620142,2.899141732428802,1.1802792209248987,0.5850028849674797,1,1,1,3.0,2.0,0
1.0386425332146807,1.0152932003139636,0.14774830808174813,2.5265203870423947,-0.096744198436467,0.5850028849674797,1,0,1,3.0,1.0,1
0.6277674002000024,0.5306381471929453,-0.10336040436620142,-0.9761202595898324,1.1802792209248987,1.289997232037236,1,0,1,2.0,2.0,0
0.13471724058238854,0.005666656024691899,-0.019657500216884904,0.5888893910330776,0.5417675112442158,0.40875429820004067,1,1,1,3.0,2.0,0
-2.1661835042998097,-1.62757798316543,-0.43817202096346747,-0.5998032556998828,-1.3737676177978326,-2.234974503311545,1,0,0,2.0,5.0,0
-1.4266082648733889,-1.2492897027647767,-0.43817202096346747,0.2535301801853112,0.5417675112442158,0.11500665358764223,1,1,1,3.0,1.0,0
