CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,CH14,CH15_COD,CH16_COD,PP03C,PP04B_COD,PP06H,PP07A,AÑO,CAT_OCUP,PP07H,informal,EMPLEO,edad2,CH12,CH13,educ,ingreso_total_familiar,horastrab,ix_tot
2.0,19.0,5.0,4.0,4.0,1.0,0.0,199000.0,,,,1.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,361.0,4.0,1.0,,398000.0,,2
1.0,33.0,5.0,4.0,3.0,1.0,0.0,570166.67,3.0,,,1.0,4903.0,0.0,0.0,2025,2.0,0.0,0,2.0,1089.0,4.0,2.0,,1710500.0,,3
1.0,51.0,2.0,1.0,6.0,1.0,0.0,570001.2,,,,2.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,2601.0,7.0,1.0,17.0,2850006.0,38.0,5
1.0,34.0,5.0,1.0,4.0,1.0,0.0,0.0,,,,1.0,4806.0,0.0,6.0,2025,3.0,1.0,0,1.0,1156.0,4.0,1.0,,0.0,,5
1.0,20.0,5.0,1.0,5.0,1.0,0.0,0.0,2.0,,,1.0,4000.0,0.0,5.0,2025,3.0,2.0,1,2.0,400.0,7.0,2.0,14.0,0.0,,5
2.0,28.0,5.0,1.0,6.0,1.0,0.0,0.0,,,,1.0,8600.0,0.0,5.0,2025,3.0,1.0,0,1.0,784.0,7.0,1.0,17.0,0.0,,5
2.0,61.0,3.0,1.0,3.0,1.0,0.0,535406.25,3.0,,,1.0,4803.0,0.0,0.0,2025,2.0,0.0,0,2.0,3721.0,4.0,2.0,,2141625.0,56.0,4
2.0,41.0,5.0,4.0,4.0,1.0,0.0,535406.25,,,,1.0,9602.0,0.0,0.0,2025,2.0,0.0,0,2.0,1681.0,4.0,1.0,,2141625.0,,4
1.0,24.0,5.0,4.0,2.0,1.0,0.0,535406.25,,,,1.0,4803.0,0.0,2.0,2025,3.0,2.0,1,2.0,576.0,2.0,1.0,6.0,2141625.0,,4
1.0,32.0,3.0,4.0,3.0,1.0,0.0,300000.0,1.0,,,1.0,4000.0,0.0,3.0,2025,3.0,2.0,1,2.0,1024.0,4.0,2.0,,600000.0,36.0,2
1.0,31.0,2.0,4.0,6.0,1.0,0.0,321428.57,,,,1.0,8501.0,0.0,5.0,2025,3.0,2.0,1,2.0,961.0,7.0,1.0,17.0,2250000.0,,7
1.0,30.0,5.0,4.0,4.0,1.0,0.0,321428.57,,,,1.0,4000.0,0.0,1.0,2025,3.0,2.0,1,2.0,900.0,4.0,1.0,,2250000.0,,7
2.0,32.0,2.0,1.0,7.0,1.0,0.0,450000.0,,,,1.0,8401.0,0.0,4.0,2025,3.0,1.0,0,1.0,1024.0,1.0,1.0,0.0,1800000.0,30.0,4
1.0,34.0,2.0,1.0,6.0,1.0,0.0,450000.0,,,,1.0,8600.0,0.0,0.0,2025,2.0,0.0,0,1.0,1156.0,7.0,1.0,17.0,1800000.0,,4
2.0,33.0,5.0,4.0,4.0,1.0,0.0,150666.67,,,,1.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,1089.0,4.0,1.0,,452000.0,72.0,3
1.0,39.0,1.0,1.0,6.0,1.0,0.0,335000.0,,,,1.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,1521.0,7.0,1.0,17.0,1340000.0,30.0,4
2.0,35.0,1.0,1.0,6.0,1.0,0.0,335000.0,,,,1.0,8401.0,0.0,5.0,2025,3.0,2.0,1,2.0,1225.0,7.0,1.0,17.0,1340000.0,,4
1.0,20.0,5.0,1.0,4.0,1.0,0.0,0.0,,,,1.0,3200.0,0.0,4.0,2025,3.0,1.0,0,1.0,400.0,4.0,1.0,,0.0,,4
1.0,55.0,2.0,1.0,5.0,1.0,0.0,825000.0,1.0,,,1.0,8800.0,0.0,5.0,2025,3.0,2.0,1,2.0,3025.0,6.0,2.0,13.0,1650000.0,64.0,2
2.0,53.0,2.0,1.0,5.0,1.0,0.0,825000.0,3.0,,,0.0,8501.0,0.0,6.0,2025,3.0,1.0,0,1.0,2809.0,7.0,2.0,15.0,1650000.0,,2
1.0,63.0,2.0,1.0,2.0,1.0,0.0,0.0,,,,1.0,4803.0,0.0,6.0,2025,3.0,1.0,0,1.0,3969.0,2.0,1.0,6.0,0.0,,2
2.0,30.0,3.0,4.0,2.0,1.0,0.0,0.0,,,,0.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,900.0,2.0,1.0,6.0,0.0,0.0,2
1.0,59.0,2.0,1.0,6.0,1.0,0.0,925000.0,,14.0,,1.0,3501.0,0.0,6.0,2025,3.0,1.0,0,1.0,3481.0,7.0,1.0,17.0,3700000.0,45.0,4
2.0,57.0,2.0,1.0,6.0,1.0,0.0,925000.0,,14.0,,1.0,8501.0,0.0,6.0,2025,3.0,1.0,0,1.0,3249.0,7.0,1.0,17.0,3700000.0,,4
1.0,19.0,1.0,4.0,3.0,1.0,0.0,250000.0,3.0,50.0,,1.0,4904.0,0.0,5.0,2025,3.0,2.0,1,2.0,361.0,4.0,2.0,,500000.0,65.0,2
2.0,46.0,1.0,4.0,2.0,1.0,0.0,466666.67,,,,1.0,4803.0,1.0,0.0,2025,2.0,0.0,0,2.0,2116.0,2.0,1.0,6.0,1400000.0,72.0,3
1.0,49.0,1.0,4.0,2.0,1.0,0.0,466666.67,,6.0,,1.0,4803.0,1.0,0.0,2025,2.0,0.0,0,2.0,2401.0,2.0,1.0,6.0,1400000.0,,3
1.0,55.0,2.0,1.0,4.0,1.0,0.0,0.0,,,,1.0,4903.0,0.0,6.0,2025,3.0,2.0,1,2.0,3025.0,4.0,1.0,,0.0,,4
1.0,57.0,2.0,1.0,4.0,1.0,0.0,0.0,,,,1.0,2309.0,0.0,5.0,2025,3.0,1.0,0,1.0,3249.0,4.0,1.0,,0.0,44.0,3
2.0,55.0,2.0,1.0,6.0,1.0,0.0,0.0,,,,1.0,8600.0,0.0,6.0,2025,3.0,1.0,0,1.0,3025.0,6.0,1.0,15.0,0.0,,3
2.0,47.0,3.0,1.0,6.0,1.0,0.0,238823.5,,,,1.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,2209.0,6.0,1.0,15.0,955294.0,,4
2.0,44.0,5.0,1.0,2.0,1.0,0.0,0.0,,50.0,,1.0,8401.0,0.0,5.0,2025,3.0,1.0,0,1.0,1936.0,2.0,1.0,6.0,0.0,,2
1.0,55.0,1.0,1.0,3.0,1.0,0.0,400000.0,2.0,,,1.0,2202.0,0.0,5.0,2025,3.0,1.0,0,1.0,3025.0,4.0,2.0,,1200000.0,40.0,3
2.0,51.0,2.0,1.0,3.0,1.0,0.0,586000.0,1.0,,,1.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,2601.0,4.0,2.0,,2930000.0,30.0,5
1.0,57.0,2.0,1.0,2.0,1.0,0.0,586000.0,,,,1.0,5202.0,0.0,6.0,2025,3.0,1.0,0,1.0,3249.0,2.0,1.0,6.0,2930000.0,,5
2.0,57.0,3.0,1.0,2.0,1.0,0.0,404818.5,,,,1.0,9609.0,0.0,0.0,2025,2.0,0.0,0,2.0,3249.0,2.0,1.0,6.0,1619274.0,44.0,4
1.0,37.0,3.0,4.0,2.0,1.0,0.0,404818.5,,,,1.0,4000.0,0.0,2.0,2025,3.0,2.0,1,2.0,1369.0,2.0,1.0,6.0,1619274.0,,4
1.0,22.0,3.0,4.0,3.0,1.0,0.0,404818.5,2.0,,,1.0,8101.0,0.0,5.0,2025,3.0,2.0,1,2.0,484.0,4.0,2.0,,1619274.0,,4
1.0,64.0,4.0,4.0,2.0,1.0,0.0,800000.0,,,,1.0,4502.0,0.0,0.0,2025,2.0,0.0,0,2.0,4096.0,2.0,1.0,6.0,800000.0,48.0,1
1.0,60.0,2.0,3.0,5.0,1.0,0.0,422200.0,1.0,,,1.0,1001.0,0.0,0.0,2025,2.0,0.0,0,2.0,3600.0,7.0,2.0,13.0,1266600.0,30.0,3
2.0,57.0,2.0,3.0,2.0,1.0,0.0,422200.0,,,,1.0,4810.0,0.0,0.0,2025,2.0,0.0,0,2.0,3249.0,2.0,1.0,6.0,1266600.0,,3
2.0,60.0,2.0,1.0,2.0,1.0,0.0,300000.0,,,,1.0,5500.0,0.0,0.0,2025,2.0,0.0,0,1.0,3600.0,2.0,1.0,6.0,1200000.0,,4
1.0,54.0,1.0,4.0,3.0,1.0,0.0,0.0,3.0,,,2.0,4808.0,0.0,6.0,2025,3.0,2.0,1,2.0,2916.0,4.0,2.0,,0.0,43.0,4
1.0,23.0,5.0,4.0,3.0,1.0,0.0,0.0,3.0,,,1.0,4000.0,0.0,5.0,2025,3.0,2.0,1,2.0,529.0,4.0,2.0,,0.0,,4
1.0,32.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,70.0,,1.0,4903.0,0.0,0.0,2025,2.0,0.0,0,2.0,1024.0,4.0,2.0,,0.0,,4
1.0,43.0,2.0,1.0,4.0,1.0,0.0,0.0,,,,1.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,1849.0,4.0,1.0,,0.0,40.0,4
2.0,53.0,5.0,4.0,5.0,1.0,0.0,0.0,3.0,,,1.0,8509.0,0.0,0.0,2025,2.0,0.0,0,2.0,2809.0,7.0,2.0,15.0,0.0,32.0,2
1.0,54.0,3.0,1.0,4.0,1.0,0.0,0.0,,,,1.0,4000.0,0.0,5.0,2025,3.0,1.0,0,1.0,2916.0,4.0,1.0,,0.0,,2
2.0,28.0,5.0,1.0,5.0,1.0,0.0,350000.0,5.0,,,2.0,4808.0,0.0,2.0,2025,3.0,1.0,0,1.0,784.0,7.0,2.0,17.0,700000.0,66.0,2
1.0,37.0,5.0,1.0,3.0,1.0,0.0,752666.67,2.0,,,1.0,9999.0,0.0,6.0,2025,3.0,1.0,0,1.0,1369.0,4.0,2.0,,2258000.0,,3
2.0,46.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,,,1.0,1009.0,0.0,0.0,2025,2.0,0.0,0,2.0,2116.0,7.0,2.0,12.0,0.0,30.0,5
2.0,27.0,5.0,4.0,4.0,1.0,0.0,0.0,,,,1.0,1009.0,0.0,3.0,2025,3.0,2.0,1,2.0,729.0,4.0,1.0,,0.0,,5
2.0,24.0,3.0,1.0,4.0,1.0,0.0,0.0,,,,1.0,8101.0,0.0,2.0,2025,3.0,1.0,0,1.0,576.0,4.0,1.0,,0.0,,5
2.0,42.0,5.0,4.0,5.0,1.0,0.0,0.0,3.0,,,2.0,2309.0,1.0,0.0,2025,2.0,0.0,0,2.0,1764.0,7.0,2.0,15.0,0.0,39.0,2
1.0,44.0,1.0,1.0,3.0,1.0,0.0,518750.0,0.0,,,1.0,1600.0,0.0,6.0,2025,3.0,1.0,0,1.0,1936.0,4.0,2.0,,2075000.0,40.0,4
1.0,32.0,1.0,1.0,6.0,1.0,0.0,466666.67,,70.0,6.0,1.0,8401.0,0.0,5.0,2025,3.0,1.0,0,1.0,1024.0,6.0,1.0,15.0,1400000.0,40.0,3
2.0,33.0,1.0,1.0,6.0,1.0,0.0,466666.67,,70.0,70.0,1.0,8501.0,0.0,5.0,2025,3.0,1.0,0,1.0,1089.0,6.0,1.0,15.0,1400000.0,,3
1.0,64.0,2.0,4.0,4.0,1.0,0.0,0.0,,,,1.0,4000.0,0.0,0.0,2025,2.0,0.0,0,2.0,4096.0,4.0,1.0,,0.0,48.0,2
1.0,19.0,5.0,1.0,5.0,1.0,0.0,320000.0,0.0,,,1.0,4803.0,0.0,3.0,2025,3.0,2.0,1,2.0,361.0,7.0,2.0,12.0,960000.0,,3
1.0,40.0,5.0,1.0,3.0,1.0,0.0,183750.0,4.0,,,2.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,1600.0,4.0,2.0,,735000.0,45.0,4
1.0,74.0,2.0,1.0,2.0,1.0,0.0,479000.0,,70.0,,1.0,9503.0,0.0,0.0,2025,2.0,0.0,0,2.0,5476.0,2.0,1.0,6.0,958000.0,9.0,2
2.0,62.0,4.0,1.0,3.0,1.0,0.0,0.0,2.0,,,2.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,3844.0,4.0,2.0,,0.0,12.0,6
2.0,29.0,5.0,4.0,4.0,1.0,0.0,0.0,,,,1.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,841.0,4.0,1.0,,0.0,,6
1.0,26.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,,,1.0,4803.0,0.0,3.0,2025,3.0,1.0,0,1.0,676.0,4.0,2.0,,0.0,,6
2.0,41.0,1.0,1.0,4.0,1.0,0.0,518750.0,,10.0,,1.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,1681.0,4.0,1.0,,2075000.0,,4
2.0,73.0,3.0,1.0,6.0,1.0,0.0,2900000.0,,,,1.0,8501.0,0.0,0.0,2025,2.0,0.0,0,2.0,5329.0,7.0,1.0,17.0,2900000.0,4.0,1
1.0,33.0,1.0,1.0,3.0,1.0,0.0,316666.67,2.0,6.0,,1.0,4000.0,0.0,6.0,2025,3.0,1.0,0,1.0,1089.0,4.0,2.0,,1900000.0,40.0,6
2.0,34.0,1.0,1.0,3.0,1.0,0.0,316666.67,2.0,,,2.0,9700.0,0.0,0.0,2025,3.0,1.0,0,1.0,1156.0,4.0,2.0,,1900000.0,,6
1.0,43.0,5.0,1.0,5.0,1.0,0.0,690000.0,4.0,,,1.0,8600.0,0.0,5.0,2025,3.0,1.0,0,1.0,1849.0,7.0,2.0,16.0,2070000.0,40.0,3
1.0,47.0,3.0,4.0,1.0,1.0,0.0,460000.0,4.0,50.0,,1.0,4803.0,0.0,0.0,2025,2.0,0.0,0,2.0,2209.0,2.0,2.0,4.0,1380000.0,59.0,3
1.0,23.0,5.0,1.0,3.0,1.0,0.0,460000.0,2.0,50.0,,1.0,4000.0,0.0,4.0,2025,3.0,1.0,0,1.0,529.0,4.0,2.0,,1380000.0,,3
1.0,27.0,1.0,2.0,2.0,1.0,0.0,220452.4,,,,1.0,8101.0,0.0,0.0,2025,2.0,0.0,0,2.0,729.0,2.0,1.0,6.0,1102262.0,8.0,5
2.0,28.0,1.0,4.0,2.0,1.0,0.0,220452.4,,50.0,,1.0,1009.0,0.0,0.0,2025,2.0,0.0,0,2.0,784.0,2.0,1.0,6.0,1102262.0,,5
2.0,60.0,2.0,1.0,5.0,1.0,0.0,0.0,3.0,50.0,,1.0,8509.0,0.0,6.0,2025,3.0,1.0,0,1.0,3600.0,7.0,2.0,15.0,0.0,35.0,2
2.0,43.0,5.0,1.0,6.0,1.0,0.0,406500.0,,,,1.0,8501.0,0.0,6.0,2025,3.0,1.0,0,1.0,1849.0,6.0,1.0,15.0,1626000.0,,4
1.0,36.0,1.0,1.0,4.0,1.0,0.0,335000.0,,,,1.0,2601.0,0.0,6.0,2025,3.0,1.0,0,1.0,1296.0,4.0,1.0,,1340000.0,45.0,4
2.0,26.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,,,1.0,9609.0,0.0,0.0,2025,2.0,0.0,0,2.0,676.0,4.0,2.0,,0.0,,6
2.0,60.0,2.0,1.0,6.0,1.0,0.0,0.0,,,,2.0,8501.0,0.0,5.0,2025,3.0,1.0,0,1.0,3600.0,7.0,1.0,17.0,0.0,10.0,3
2.0,27.0,2.0,1.0,6.0,1.0,0.0,0.0,,,,1.0,8501.0,0.0,5.0,2025,3.0,1.0,0,1.0,729.0,7.0,1.0,17.0,0.0,,3
1.0,64.0,2.0,4.0,4.0,1.0,0.0,388000.0,,,,1.0,2500.0,0.0,0.0,2025,2.0,0.0,0,2.0,4096.0,4.0,1.0,,776000.0,24.0,2
1.0,54.0,2.0,1.0,5.0,1.0,0.0,450000.0,3.0,,,1.0,2500.0,0.0,6.0,2025,3.0,1.0,0,1.0,2916.0,6.0,2.0,15.0,1350000.0,40.0,3
1.0,27.0,2.0,1.0,3.0,1.0,0.0,1183333.33,4.0,,,1.0,4903.0,0.0,4.0,2025,3.0,1.0,0,1.0,729.0,4.0,2.0,,3550000.0,48.0,3
2.0,32.0,2.0,1.0,6.0,1.0,0.0,1183333.33,,46.0,,1.0,4804.0,0.0,0.0,2025,2.0,0.0,0,2.0,1024.0,6.0,1.0,15.0,3550000.0,,3
2.0,43.0,1.0,1.0,4.0,1.0,0.0,335000.0,,,,1.0,8401.0,0.0,6.0,2025,3.0,2.0,1,2.0,1849.0,4.0,1.0,,1340000.0,,4
2.0,61.0,3.0,1.0,2.0,1.0,0.0,505000.0,,,,1.0,9503.0,0.0,0.0,2025,2.0,0.0,0,2.0,3721.0,2.0,1.0,6.0,1010000.0,,2
1.0,29.0,1.0,1.0,4.0,1.0,0.0,733333.33,,,,1.0,2800.0,0.0,5.0,2025,3.0,1.0,0,1.0,841.0,4.0,1.0,,2200000.0,,3
2.0,34.0,1.0,1.0,5.0,1.0,0.0,733333.33,0.0,,,1.0,9302.0,0.0,5.0,2025,3.0,2.0,1,2.0,1156.0,7.0,2.0,12.0,2200000.0,27.0,3
2.0,52.0,3.0,1.0,6.0,1.0,0.0,1310000.0,,,,1.0,8000.0,0.0,5.0,2025,3.0,1.0,0,1.0,2704.0,7.0,1.0,17.0,2620000.0,40.0,2
1.0,21.0,5.0,1.0,4.0,1.0,0.0,1310000.0,,58.0,,2.0,9301.0,0.0,5.0,2025,3.0,2.0,1,2.0,441.0,4.0,1.0,,2620000.0,,2
2.0,49.0,3.0,1.0,6.0,1.0,0.0,800000.0,,,,1.0,4807.0,0.0,6.0,2025,3.0,2.0,1,2.0,2401.0,6.0,1.0,15.0,2400000.0,48.0,3
1.0,24.0,5.0,1.0,6.0,1.0,0.0,800000.0,,,,1.0,6200.0,0.0,4.0,2025,3.0,1.0,0,1.0,576.0,7.0,1.0,17.0,2400000.0,,3
1.0,48.0,2.0,1.0,6.0,1.0,0.0,0.0,,,,1.0,4502.0,0.0,0.0,2025,2.0,0.0,0,1.0,2304.0,7.0,1.0,17.0,0.0,,4
1.0,55.0,5.0,1.0,3.0,1.0,0.0,1500000.0,4.0,,,1.0,7400.0,0.0,6.0,2025,3.0,1.0,0,1.0,3025.0,4.0,2.0,,1500000.0,54.0,1
1.0,36.0,2.0,1.0,4.0,1.0,0.0,387500.0,,,,1.0,8000.0,0.0,6.0,2025,3.0,1.0,0,1.0,1296.0,4.0,1.0,,1550000.0,60.0,4
2.0,33.0,2.0,1.0,4.0,1.0,0.0,387500.0,,,,1.0,4807.0,0.0,5.0,2025,3.0,2.0,1,2.0,1089.0,4.0,1.0,,1550000.0,,4
2.0,68.0,3.0,1.0,6.0,1.0,0.0,0.0,,222.0,,1.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,4624.0,6.0,1.0,15.0,0.0,4.0,2
1.0,28.0,5.0,4.0,4.0,1.0,0.0,0.0,,,,1.0,7400.0,0.0,0.0,2025,2.0,0.0,0,2.0,784.0,4.0,1.0,,0.0,,2
1.0,50.0,1.0,4.0,2.0,1.0,0.0,149760.0,,,,1.0,4000.0,0.0,0.0,2025,2.0,0.0,0,2.0,2500.0,2.0,1.0,6.0,748800.0,20.0,5
2.0,39.0,1.0,4.0,4.0,1.0,0.0,149760.0,,,,1.0,4804.0,0.0,0.0,2025,2.0,0.0,0,2.0,1521.0,4.0,1.0,,748800.0,,5
2.0,41.0,5.0,1.0,4.0,1.0,0.0,200000.0,,,,1.0,8600.0,0.0,6.0,2025,3.0,1.0,0,1.0,1681.0,4.0,1.0,,800000.0,40.0,4
1.0,43.0,2.0,1.0,4.0,1.0,0.0,750000.0,,,,1.0,9999.0,0.0,6.0,2025,3.0,1.0,0,1.0,1849.0,4.0,1.0,,3000000.0,84.0,4
2.0,44.0,5.0,3.0,2.0,1.0,0.0,170500.0,,,,1.0,9503.0,0.0,0.0,2025,2.0,0.0,0,2.0,1936.0,2.0,1.0,6.0,1364000.0,12.0,8
1.0,19.0,5.0,4.0,3.0,1.0,0.0,170500.0,1.0,,,1.0,4000.0,0.0,2.0,2025,3.0,2.0,1,2.0,361.0,4.0,2.0,,1364000.0,,8
2.0,17.0,5.0,4.0,3.0,1.0,0.0,170500.0,1.0,,,2.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,289.0,4.0,2.0,,1364000.0,,8
2.0,32.0,1.0,1.0,4.0,1.0,0.0,0.0,,,,1.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,1024.0,4.0,1.0,,0.0,8.0,3
1.0,22.0,1.0,4.0,3.0,1.0,0.0,0.0,99.0,,,1.0,3100.0,0.0,5.0,2025,3.0,2.0,1,2.0,484.0,4.0,2.0,,0.0,34.0,3
1.0,49.0,3.0,4.0,3.0,1.0,0.0,0.0,3.0,,,1.0,2500.0,0.0,6.0,2025,3.0,2.0,1,2.0,2401.0,4.0,2.0,,0.0,40.0,3
1.0,24.0,5.0,4.0,3.0,1.0,0.0,0.0,2.0,,,1.0,2500.0,0.0,5.0,2025,3.0,2.0,1,2.0,576.0,4.0,2.0,,0.0,,3
2.0,20.0,5.0,4.0,3.0,1.0,0.0,0.0,5.0,,,1.0,8401.0,0.0,5.0,2025,3.0,2.0,1,2.0,400.0,4.0,2.0,,0.0,,3
1.0,46.0,1.0,1.0,6.0,1.0,0.0,633500.0,,,,1.0,4501.0,0.0,6.0,2025,3.0,1.0,0,1.0,2116.0,7.0,1.0,17.0,2534000.0,72.0,4
2.0,42.0,1.0,1.0,4.0,1.0,0.0,633500.0,,,,1.0,6100.0,0.0,6.0,2025,3.0,1.0,0,1.0,1764.0,4.0,1.0,,2534000.0,,4
1.0,59.0,2.0,1.0,4.0,1.0,0.0,1326666.67,,,,1.0,8501.0,0.0,6.0,2025,3.0,1.0,0,1.0,3481.0,4.0,1.0,,3980000.0,35.0,3
2.0,57.0,2.0,1.0,6.0,1.0,0.0,1326666.67,,,,1.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,3249.0,6.0,1.0,15.0,3980000.0,,3
1.0,30.0,5.0,1.0,4.0,1.0,0.0,1326666.67,,,,1.0,8501.0,0.0,6.0,2025,3.0,1.0,0,1.0,900.0,4.0,1.0,,3980000.0,,3
1.0,59.0,5.0,1.0,2.0,1.0,0.0,440000.0,,,,1.0,8600.0,0.0,6.0,2025,3.0,2.0,1,2.0,3481.0,2.0,1.0,6.0,440000.0,30.0,1
1.0,49.0,5.0,1.0,2.0,1.0,0.0,585000.0,,,,1.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,2401.0,2.0,1.0,6.0,2340000.0,30.0,4
2.0,36.0,5.0,1.0,2.0,1.0,0.0,585000.0,,,,1.0,8600.0,0.0,5.0,2025,3.0,1.0,0,1.0,1296.0,2.0,1.0,6.0,2340000.0,,4
1.0,52.0,5.0,4.0,2.0,1.0,0.0,585000.0,,,,1.0,4000.0,0.0,5.0,2025,3.0,2.0,1,2.0,2704.0,2.0,1.0,6.0,2340000.0,,4
1.0,33.0,5.0,1.0,4.0,1.0,0.0,585000.0,,,,1.0,8401.0,0.0,6.0,2025,3.0,2.0,1,2.0,1089.0,4.0,1.0,,2340000.0,,4
1.0,38.0,1.0,4.0,4.0,1.0,0.0,0.0,,,,1.0,4803.0,0.0,5.0,2025,3.0,2.0,1,2.0,1444.0,4.0,1.0,,0.0,,3
1.0,54.0,5.0,1.0,6.0,1.0,0.0,900000.0,,208.0,,1.0,2202.0,0.0,6.0,2025,3.0,1.0,0,1.0,2916.0,6.0,1.0,15.0,1800000.0,54.0,2
2.0,49.0,3.0,1.0,3.0,1.0,0.0,227054.33,2.0,6.0,,2.0,8401.0,0.0,5.0,2025,3.0,2.0,1,2.0,2401.0,4.0,2.0,,681163.0,42.0,3
2.0,67.0,3.0,1.0,4.0,1.0,0.0,441400.0,,,,1.0,9503.0,0.0,0.0,2025,2.0,0.0,0,2.0,4489.0,4.0,1.0,,441400.0,6.0,1
2.0,51.0,3.0,1.0,4.0,1.0,0.0,456666.67,,,,1.0,8501.0,0.0,6.0,2025,3.0,1.0,0,1.0,2601.0,4.0,1.0,,1370000.0,30.0,3
1.0,31.0,5.0,1.0,2.0,1.0,0.0,456666.67,,,,1.0,8401.0,0.0,6.0,2025,3.0,2.0,1,2.0,961.0,2.0,1.0,6.0,1370000.0,,3
1.0,47.0,2.0,1.0,2.0,1.0,0.0,900000.0,,50.0,,1.0,4903.0,0.0,6.0,2025,3.0,1.0,0,1.0,2209.0,2.0,1.0,6.0,3600000.0,48.0,4
2.0,45.0,2.0,1.0,4.0,1.0,0.0,900000.0,,50.0,,1.0,4808.0,0.0,6.0,2025,3.0,1.0,0,1.0,2025.0,4.0,1.0,,3600000.0,,4
1.0,41.0,2.0,1.0,6.0,1.0,0.0,390000.0,,,,1.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,1681.0,6.0,1.0,15.0,1950000.0,40.0,5
2.0,43.0,2.0,1.0,6.0,1.0,0.0,390000.0,,,,0.0,9301.0,0.0,0.0,2025,2.0,0.0,0,1.0,1849.0,6.0,1.0,15.0,1950000.0,,5
1.0,21.0,5.0,1.0,4.0,1.0,0.0,390000.0,,,,1.0,8509.0,0.0,0.0,2025,2.0,0.0,0,2.0,441.0,4.0,1.0,,1950000.0,,5
1.0,52.0,4.0,1.0,4.0,1.0,0.0,440000.0,,50.0,,2.0,4000.0,0.0,6.0,2025,3.0,2.0,1,2.0,2704.0,4.0,1.0,,440000.0,48.0,1
2.0,47.0,5.0,1.0,4.0,1.0,0.0,400000.0,,,,1.0,8600.0,0.0,6.0,2025,3.0,2.0,1,2.0,2209.0,4.0,1.0,,800000.0,48.0,2
1.0,25.0,5.0,4.0,3.0,1.0,0.0,400000.0,1.0,,,1.0,8600.0,0.0,5.0,2025,3.0,2.0,1,2.0,625.0,4.0,2.0,,800000.0,,2
2.0,61.0,5.0,1.0,4.0,1.0,0.0,554294.0,,,,1.0,9402.0,0.0,6.0,2025,3.0,2.0,1,2.0,3721.0,4.0,1.0,,2217176.0,40.0,4
1.0,44.0,2.0,1.0,6.0,1.0,0.0,500000.0,3.0,,,1.0,6900.0,0.0,0.0,2025,2.0,0.0,0,1.0,1936.0,8.0,2.0,20.0,4500000.0,40.0,9
2.0,68.0,3.0,1.0,2.0,1.0,0.0,0.0,,74.0,,1.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,4624.0,2.0,1.0,6.0,0.0,12.0,4
1.0,43.0,2.0,1.0,6.0,1.0,0.0,0.0,,,,1.0,8501.0,0.0,6.0,2025,3.0,1.0,0,1.0,1849.0,6.0,1.0,15.0,0.0,,4
2.0,46.0,2.0,1.0,6.0,1.0,0.0,0.0,,,,1.0,8501.0,0.0,5.0,2025,3.0,1.0,0,1.0,2116.0,6.0,1.0,15.0,0.0,,4
1.0,60.0,2.0,1.0,3.0,1.0,0.0,554500.0,2.0,,,1.0,8102.0,0.0,0.0,2025,2.0,0.0,0,2.0,3600.0,4.0,2.0,,1109000.0,30.0,2
2.0,58.0,2.0,1.0,2.0,1.0,0.0,554500.0,,,,1.0,9700.0,0.0,0.0,2025,3.0,1.0,0,1.0,3364.0,2.0,1.0,6.0,1109000.0,,2
1.0,36.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,,,1.0,4502.0,0.0,0.0,2025,2.0,0.0,0,1.0,1296.0,4.0,2.0,,0.0,49.0,3
2.0,36.0,1.0,4.0,4.0,1.0,0.0,0.0,,,,1.0,8509.0,0.0,0.0,2025,2.0,0.0,0,2.0,1296.0,4.0,1.0,,0.0,,3
1.0,45.0,5.0,4.0,3.0,1.0,0.0,262500.0,3.0,,,1.0,4803.0,0.0,1.0,2025,3.0,2.0,1,2.0,2025.0,4.0,2.0,,525000.0,,2
